Sample_ID_1	Sample_ID_2	Population_1	Population_2	CHRType	K	Value
1192	Guglionesi_435	PDOM2022NLD0045M	Guglionesi	Error	Allosome	K = 2	-0.057882
1193	Guglionesi_435	PDOM2022NLD0046M	Guglionesi	Error	Allosome	K = 2	-0.07069
1194	Guglionesi_435	PDOM2022NLD0072M	Guglionesi	Error	Allosome	K = 2	-0.066992
1195	Guglionesi_435	PDOM2022NLD0077M	Guglionesi	Error	Allosome	K = 2	-0.087702
1196	Guglionesi_435	PI22NLD0001M	Guglionesi	Error	Allosome	K = 2	-0.055262
1197	Guglionesi_427	Crotone517	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1198	Guglionesi_427	Crotone505	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1199	Guglionesi_427	Crotone518	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1200	Guglionesi_427	Crotone510	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1201	Guglionesi_427	Crotone500	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1202	Guglionesi_427	Crotone502	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1203	Guglionesi_427	Crotone501	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1204	Guglionesi_427	Crotone514	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1205	Guglionesi_427	Crotone498	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1206	Guglionesi_427	Crotone512	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1207	Guglionesi_427	FR046	Guglionesi	Error	Allosome	K = 2	-0.0551534
1208	Guglionesi_427	FR049	Guglionesi	Error	Allosome	K = 2	-0.0551534
1209	Guglionesi_427	FR051	Guglionesi	Error	Allosome	K = 2	-0.0551534
1210	Guglionesi_427	FR063	Guglionesi	Error	Allosome	K = 2	-0.0551534
1211	Guglionesi_427	FR064	Guglionesi	Error	Allosome	K = 2	-0.0551534
1212	Guglionesi_427	Guglionesi_433	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1213	Guglionesi_427	Guglionesi_426	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1214	Guglionesi_427	Guglionesi_431	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1215	Guglionesi_427	Guglionesi_336	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1216	Guglionesi_427	Guglionesi_428	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1217	Guglionesi_427	Guglionesi_429	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1218	Guglionesi_427	Guglionesi_434	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1219	Guglionesi_427	Guglionesi_435	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1220	Guglionesi_427	Guglionesi_427	Guglionesi	Guglionesi	Allosome	K = 2	NA
1221	Guglionesi_427	Guglionesi_432	Guglionesi	Guglionesi	Allosome	K = 2	0.07549
1222	Guglionesi_427	KAZ14001	Guglionesi	Error	Allosome	K = 2	-0.069645
1223	Guglionesi_427	KAZ14003	Guglionesi	Error	Allosome	K = 2	-0.073616
1224	Guglionesi_427	KAZ14032	Guglionesi	Error	Allosome	K = 2	-0.044877
1225	Guglionesi_427	KAZ14035	Guglionesi	Error	Allosome	K = 2	-0.053593
1226	Guglionesi_427	KAZ14053	Guglionesi	Error	Allosome	K = 2	-0.041018
1227	Guglionesi_427	KAZ14054	Guglionesi	Error	Allosome	K = 2	-0.060359
1228	Guglionesi_427	KAZ14055	Guglionesi	Error	Allosome	K = 2	-0.028056
1229	Guglionesi_427	KAZ14057	Guglionesi	Error	Allosome	K = 2	-0.086329
1230	Guglionesi_427	KAZ14059	Guglionesi	Error	Allosome	K = 2	-0.03809
1231	Guglionesi_427	KAZ14061	Guglionesi	Error	Allosome	K = 2	-0.070462
1232	Guglionesi_427	Lesina_280	Guglionesi	Lesina	Allosome	K = 2	-0.022764
1233	Guglionesi_427	Lesina_281	Guglionesi	Lesina	Allosome	K = 2	0.08258
1234	Guglionesi_427	Lesina_282	Guglionesi	Lesina	Allosome	K = 2	-0.024062
1235	Guglionesi_427	Lesina_285	Guglionesi	Lesina	Allosome	K = 2	0.160197
1236	Guglionesi_427	Lesina_286	Guglionesi	Lesina	Allosome	K = 2	0.03826
1237	Guglionesi_427	Lesina_287	Guglionesi	Lesina	Allosome	K = 2	-0.059251
1238	Guglionesi_427	Lesina_288	Guglionesi	Lesina	Allosome	K = 2	-0.029754
1239	Guglionesi_427	Lesina_289	Guglionesi	Lesina	Allosome	K = 2	0.03643
1240	Guglionesi_427	Lesina_292	Guglionesi	Lesina	Allosome	K = 2	-0.026765
1241	Guglionesi_427	Lesina_295	Guglionesi	Lesina	Allosome	K = 2	0.001718
1242	Guglionesi_427	PDOM2022NLD0042M	Guglionesi	Error	Allosome	K = 2	-0.066504
1243	Guglionesi_427	PDOM2022NLD0044M	Guglionesi	Error	Allosome	K = 2	-0.006799
1244	Guglionesi_427	PDOM2022NLD0045M	Guglionesi	Error	Allosome	K = 2	-0.025194
1245	Guglionesi_427	PDOM2022NLD0046M	Guglionesi	Error	Allosome	K = 2	-0.041788
1246	Guglionesi_427	PDOM2022NLD0072M	Guglionesi	Error	Allosome	K = 2	-0.00864
1247	Guglionesi_427	PDOM2022NLD0077M	Guglionesi	Error	Allosome	K = 2	-0.025257
1248	Guglionesi_427	PI22NLD0001M	Guglionesi	Error	Allosome	K = 2	-0.004952
1249	Guglionesi_432	Crotone517	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1250	Guglionesi_432	Crotone505	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1251	Guglionesi_432	Crotone518	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1252	Guglionesi_432	Crotone510	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1253	Guglionesi_432	Crotone500	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1254	Guglionesi_432	Crotone502	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1255	Guglionesi_432	Crotone501	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1256	Guglionesi_432	Crotone514	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1257	Guglionesi_432	Crotone498	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1258	Guglionesi_432	Crotone512	Guglionesi	Crotone	Allosome	K = 2	0.02621427
1259	Guglionesi_432	FR046	Guglionesi	Error	Allosome	K = 2	-0.0551534
1260	Guglionesi_432	FR049	Guglionesi	Error	Allosome	K = 2	-0.0551534
1261	Guglionesi_432	FR051	Guglionesi	Error	Allosome	K = 2	-0.0551534
1262	Guglionesi_432	FR063	Guglionesi	Error	Allosome	K = 2	-0.0551534
1263	Guglionesi_432	FR064	Guglionesi	Error	Allosome	K = 2	-0.0551534
1264	Guglionesi_432	Guglionesi_433	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1265	Guglionesi_432	Guglionesi_426	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1266	Guglionesi_432	Guglionesi_431	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1267	Guglionesi_432	Guglionesi_336	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1268	Guglionesi_432	Guglionesi_428	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1269	Guglionesi_432	Guglionesi_429	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1270	Guglionesi_432	Guglionesi_434	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1271	Guglionesi_432	Guglionesi_435	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1272	Guglionesi_432	Guglionesi_427	Guglionesi	Guglionesi	Allosome	K = 2	0.0888073777777778
1273	Guglionesi_432	Guglionesi_432	Guglionesi	Guglionesi	Allosome	K = 2	NA
1274	Guglionesi_432	KAZ14001	Guglionesi	Error	Allosome	K = 2	-0.011908
1275	Guglionesi_432	KAZ14003	Guglionesi	Error	Allosome	K = 2	-0.078545
1276	Guglionesi_432	KAZ14032	Guglionesi	Error	Allosome	K = 2	-0.015194
1277	Guglionesi_432	KAZ14035	Guglionesi	Error	Allosome	K = 2	-0.103204
1278	Guglionesi_432	KAZ14053	Guglionesi	Error	Allosome	K = 2	-0.024086
1279	Guglionesi_432	KAZ14054	Guglionesi	Error	Allosome	K = 2	-0.043315
1280	Guglionesi_432	KAZ14055	Guglionesi	Error	Allosome	K = 2	-0.053402
1281	Guglionesi_432	KAZ14057	Guglionesi	Error	Allosome	K = 2	-0.041652
1282	Guglionesi_432	KAZ14059	Guglionesi	Error	Allosome	K = 2	-0.044274
1283	Guglionesi_432	KAZ14061	Guglionesi	Error	Allosome	K = 2	-0.04255
1284	Guglionesi_432	Lesina_280	Guglionesi	Lesina	Allosome	K = 2	0.027275
1285	Guglionesi_432	Lesina_281	Guglionesi	Lesina	Allosome	K = 2	0.004086
1286	Guglionesi_432	Lesina_282	Guglionesi	Lesina	Allosome	K = 2	0.031698
1287	Guglionesi_432	Lesina_285	Guglionesi	Lesina	Allosome	K = 2	-0.029878
1288	Guglionesi_432	Lesina_286	Guglionesi	Lesina	Allosome	K = 2	-0.047567
1289	Guglionesi_432	Lesina_287	Guglionesi	Lesina	Allosome	K = 2	0.029704
1290	Guglionesi_432	Lesina_288	Guglionesi	Lesina	Allosome	K = 2	0.064643
1291	Guglionesi_432	Lesina_289	Guglionesi	Lesina	Allosome	K = 2	-0.024091
1292	Guglionesi_432	Lesina_292	Guglionesi	Lesina	Allosome	K = 2	0.025188
1293	Guglionesi_432	Lesina_295	Guglionesi	Lesina	Allosome	K = 2	0.041953
1294	Guglionesi_432	PDOM2022NLD0042M	Guglionesi	Error	Allosome	K = 2	-0.030267
1295	Guglionesi_432	PDOM2022NLD0044M	Guglionesi	Error	Allosome	K = 2	-0.037037
1296	Guglionesi_432	PDOM2022NLD0045M	Guglionesi	Error	Allosome	K = 2	-0.044163
1297	Guglionesi_432	PDOM2022NLD0046M	Guglionesi	Error	Allosome	K = 2	-0.050199
1298	Guglionesi_432	PDOM2022NLD0072M	Guglionesi	Error	Allosome	K = 2	-0.040686
1299	Guglionesi_432	PDOM2022NLD0077M	Guglionesi	Error	Allosome	K = 2	-0.037167
1300	Guglionesi_432	PI22NLD0001M	Guglionesi	Error	Allosome	K = 2	-0.054139
1301	KAZ14001	Crotone517	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1302	KAZ14001	Crotone505	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1303	KAZ14001	Crotone518	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1304	KAZ14001	Crotone510	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1305	KAZ14001	Crotone500	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1306	KAZ14001	Crotone502	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1307	KAZ14001	Crotone501	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1308	KAZ14001	Crotone514	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1309	KAZ14001	Crotone498	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1310	KAZ14001	Crotone512	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1311	KAZ14001	FR046	Chokpak	Error	Allosome	K = 2	0.01717614
1312	KAZ14001	FR049	Chokpak	Error	Allosome	K = 2	0.01717614
1313	KAZ14001	FR051	Chokpak	Error	Allosome	K = 2	0.01717614
1314	KAZ14001	FR063	Chokpak	Error	Allosome	K = 2	0.01717614
1315	KAZ14001	FR064	Chokpak	Error	Allosome	K = 2	0.01717614
1316	KAZ14001	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1317	KAZ14001	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1318	KAZ14001	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1319	KAZ14001	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1320	KAZ14001	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1321	KAZ14001	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1322	KAZ14001	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1323	KAZ14001	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1324	KAZ14001	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1325	KAZ14001	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1326	KAZ14001	KAZ14001	Chokpak	Error	Allosome	K = 2	NA
1327	KAZ14001	KAZ14003	Chokpak	Error	Allosome	K = 2	0.052003
1328	KAZ14001	KAZ14032	Chokpak	Error	Allosome	K = 2	0.006815
1329	KAZ14001	KAZ14035	Chokpak	Error	Allosome	K = 2	0.082652
1330	KAZ14001	KAZ14053	Chokpak	Error	Allosome	K = 2	0.044611
1331	KAZ14001	KAZ14054	Chokpak	Error	Allosome	K = 2	0.067931
1332	KAZ14001	KAZ14055	Chokpak	Error	Allosome	K = 2	0.053139
1333	KAZ14001	KAZ14057	Chokpak	Error	Allosome	K = 2	0.04606
1334	KAZ14001	KAZ14059	Chokpak	Error	Allosome	K = 2	0.073635
1335	KAZ14001	KAZ14061	Chokpak	Error	Allosome	K = 2	0.072317
1336	KAZ14001	Lesina_280	Chokpak	Lesina	Allosome	K = 2	0.03229
1337	KAZ14001	Lesina_281	Chokpak	Lesina	Allosome	K = 2	-0.042704
1338	KAZ14001	Lesina_282	Chokpak	Lesina	Allosome	K = 2	-0.028284
1339	KAZ14001	Lesina_285	Chokpak	Lesina	Allosome	K = 2	-0.066177
1340	KAZ14001	Lesina_286	Chokpak	Lesina	Allosome	K = 2	0.047285
1341	KAZ14001	Lesina_287	Chokpak	Lesina	Allosome	K = 2	-0.034022
1342	KAZ14001	Lesina_288	Chokpak	Lesina	Allosome	K = 2	-0.012631
1343	KAZ14001	Lesina_289	Chokpak	Lesina	Allosome	K = 2	-0.055226
1344	KAZ14001	Lesina_292	Chokpak	Lesina	Allosome	K = 2	0.032544
1345	KAZ14001	Lesina_295	Chokpak	Lesina	Allosome	K = 2	-0.05316
1346	KAZ14001	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 2	0.003433
1347	KAZ14001	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 2	0.025431
1348	KAZ14001	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 2	0.032134
1349	KAZ14001	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 2	0.03435
1350	KAZ14001	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 2	0.008481
1351	KAZ14001	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 2	-0.014521
1352	KAZ14001	PI22NLD0001M	Chokpak	Error	Allosome	K = 2	-0.006685
1353	KAZ14003	Crotone517	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1354	KAZ14003	Crotone505	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1355	KAZ14003	Crotone518	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1356	KAZ14003	Crotone510	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1357	KAZ14003	Crotone500	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1358	KAZ14003	Crotone502	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1359	KAZ14003	Crotone501	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1360	KAZ14003	Crotone514	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1361	KAZ14003	Crotone498	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1362	KAZ14003	Crotone512	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1363	KAZ14003	FR046	Chokpak	Error	Allosome	K = 2	0.01717614
1364	KAZ14003	FR049	Chokpak	Error	Allosome	K = 2	0.01717614
1365	KAZ14003	FR051	Chokpak	Error	Allosome	K = 2	0.01717614
1366	KAZ14003	FR063	Chokpak	Error	Allosome	K = 2	0.01717614
1367	KAZ14003	FR064	Chokpak	Error	Allosome	K = 2	0.01717614
1368	KAZ14003	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1369	KAZ14003	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1370	KAZ14003	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1371	KAZ14003	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1372	KAZ14003	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1373	KAZ14003	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1374	KAZ14003	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1375	KAZ14003	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1376	KAZ14003	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1377	KAZ14003	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1378	KAZ14003	KAZ14001	Chokpak	Error	Allosome	K = 2	0.0621756
1379	KAZ14003	KAZ14003	Chokpak	Error	Allosome	K = 2	NA
1380	KAZ14003	KAZ14032	Chokpak	Error	Allosome	K = 2	0.079509
1381	KAZ14003	KAZ14035	Chokpak	Error	Allosome	K = 2	0.143754
1382	KAZ14003	KAZ14053	Chokpak	Error	Allosome	K = 2	0.020071
1383	KAZ14003	KAZ14054	Chokpak	Error	Allosome	K = 2	0.05316
1384	KAZ14003	KAZ14055	Chokpak	Error	Allosome	K = 2	0.118748
1385	KAZ14003	KAZ14057	Chokpak	Error	Allosome	K = 2	0.062382
1386	KAZ14003	KAZ14059	Chokpak	Error	Allosome	K = 2	0.108407
1387	KAZ14003	KAZ14061	Chokpak	Error	Allosome	K = 2	0.074067
1388	KAZ14003	Lesina_280	Chokpak	Lesina	Allosome	K = 2	-0.044857
1389	KAZ14003	Lesina_281	Chokpak	Lesina	Allosome	K = 2	-0.000764
1390	KAZ14003	Lesina_282	Chokpak	Lesina	Allosome	K = 2	-0.026611
1391	KAZ14003	Lesina_285	Chokpak	Lesina	Allosome	K = 2	0.007005
1392	KAZ14003	Lesina_286	Chokpak	Lesina	Allosome	K = 2	-0.000575
1393	KAZ14003	Lesina_287	Chokpak	Lesina	Allosome	K = 2	-0.032044
1394	KAZ14003	Lesina_288	Chokpak	Lesina	Allosome	K = 2	-0.028385
1395	KAZ14003	Lesina_289	Chokpak	Lesina	Allosome	K = 2	0.016015
1396	KAZ14003	Lesina_292	Chokpak	Lesina	Allosome	K = 2	-0.067304
1397	KAZ14003	Lesina_295	Chokpak	Lesina	Allosome	K = 2	-0.012556
1398	KAZ14003	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 2	0.056358
1399	KAZ14003	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 2	0.057754
1400	KAZ14003	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 2	0.064066
1401	KAZ14003	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 2	0.048247
1402	KAZ14003	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 2	0.020322
1403	KAZ14003	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 2	0.061792
1404	KAZ14003	PI22NLD0001M	Chokpak	Error	Allosome	K = 2	0.041745
1405	KAZ14032	Crotone517	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1406	KAZ14032	Crotone505	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1407	KAZ14032	Crotone518	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1408	KAZ14032	Crotone510	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1409	KAZ14032	Crotone500	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1410	KAZ14032	Crotone502	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1411	KAZ14032	Crotone501	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1412	KAZ14032	Crotone514	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1413	KAZ14032	Crotone498	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1414	KAZ14032	Crotone512	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1415	KAZ14032	FR046	Chokpak	Error	Allosome	K = 2	0.01717614
1416	KAZ14032	FR049	Chokpak	Error	Allosome	K = 2	0.01717614
1417	KAZ14032	FR051	Chokpak	Error	Allosome	K = 2	0.01717614
1418	KAZ14032	FR063	Chokpak	Error	Allosome	K = 2	0.01717614
1419	KAZ14032	FR064	Chokpak	Error	Allosome	K = 2	0.01717614
1420	KAZ14032	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1421	KAZ14032	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1422	KAZ14032	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1423	KAZ14032	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1424	KAZ14032	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1425	KAZ14032	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1426	KAZ14032	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1427	KAZ14032	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1428	KAZ14032	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1429	KAZ14032	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1430	KAZ14032	KAZ14001	Chokpak	Error	Allosome	K = 2	0.0621756
1431	KAZ14032	KAZ14003	Chokpak	Error	Allosome	K = 2	0.0621756
1432	KAZ14032	KAZ14032	Chokpak	Error	Allosome	K = 2	NA
1433	KAZ14032	KAZ14035	Chokpak	Error	Allosome	K = 2	0.108073
1434	KAZ14032	KAZ14053	Chokpak	Error	Allosome	K = 2	0.037573
1435	KAZ14032	KAZ14054	Chokpak	Error	Allosome	K = 2	-0.001817
1436	KAZ14032	KAZ14055	Chokpak	Error	Allosome	K = 2	0.045201
1437	KAZ14032	KAZ14057	Chokpak	Error	Allosome	K = 2	0.031316
1438	KAZ14032	KAZ14059	Chokpak	Error	Allosome	K = 2	0.079477
1439	KAZ14032	KAZ14061	Chokpak	Error	Allosome	K = 2	0.074926
1440	KAZ14032	Lesina_280	Chokpak	Lesina	Allosome	K = 2	-0.059645
1441	KAZ14032	Lesina_281	Chokpak	Lesina	Allosome	K = 2	-0.050987
1442	KAZ14032	Lesina_282	Chokpak	Lesina	Allosome	K = 2	0.023039
1443	KAZ14032	Lesina_285	Chokpak	Lesina	Allosome	K = 2	-0.00809
1444	KAZ14032	Lesina_286	Chokpak	Lesina	Allosome	K = 2	-0.105514
1445	KAZ14032	Lesina_287	Chokpak	Lesina	Allosome	K = 2	0.009581
1446	KAZ14032	Lesina_288	Chokpak	Lesina	Allosome	K = 2	-0.056152
1447	KAZ14032	Lesina_289	Chokpak	Lesina	Allosome	K = 2	-0.046037
1448	KAZ14032	Lesina_292	Chokpak	Lesina	Allosome	K = 2	-0.046327
1449	KAZ14032	Lesina_295	Chokpak	Lesina	Allosome	K = 2	-0.031147
1450	KAZ14032	PDOM2022NLD0042M	Chokpak	Error	Allosome	K = 2	0.004918
1451	KAZ14032	PDOM2022NLD0044M	Chokpak	Error	Allosome	K = 2	0.039825
1452	KAZ14032	PDOM2022NLD0045M	Chokpak	Error	Allosome	K = 2	0.03244
1453	KAZ14032	PDOM2022NLD0046M	Chokpak	Error	Allosome	K = 2	0.001721
1454	KAZ14032	PDOM2022NLD0072M	Chokpak	Error	Allosome	K = 2	0.000529
1455	KAZ14032	PDOM2022NLD0077M	Chokpak	Error	Allosome	K = 2	0.002542
1456	KAZ14032	PI22NLD0001M	Chokpak	Error	Allosome	K = 2	0.023384
1457	KAZ14035	Crotone517	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1458	KAZ14035	Crotone505	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1459	KAZ14035	Crotone518	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1460	KAZ14035	Crotone510	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1461	KAZ14035	Crotone500	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1462	KAZ14035	Crotone502	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1463	KAZ14035	Crotone501	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1464	KAZ14035	Crotone514	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1465	KAZ14035	Crotone498	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1466	KAZ14035	Crotone512	Chokpak	Crotone	Allosome	K = 2	-0.00526383
1467	KAZ14035	FR046	Chokpak	Error	Allosome	K = 2	0.01717614
1468	KAZ14035	FR049	Chokpak	Error	Allosome	K = 2	0.01717614
1469	KAZ14035	FR051	Chokpak	Error	Allosome	K = 2	0.01717614
1470	KAZ14035	FR063	Chokpak	Error	Allosome	K = 2	0.01717614
1471	KAZ14035	FR064	Chokpak	Error	Allosome	K = 2	0.01717614
1472	KAZ14035	Guglionesi_433	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1473	KAZ14035	Guglionesi_426	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1474	KAZ14035	Guglionesi_431	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1475	KAZ14035	Guglionesi_336	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1476	KAZ14035	Guglionesi_428	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1477	KAZ14035	Guglionesi_429	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1478	KAZ14035	Guglionesi_434	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1479	KAZ14035	Guglionesi_435	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1480	KAZ14035	Guglionesi_427	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1481	KAZ14035	Guglionesi_432	Chokpak	Guglionesi	Allosome	K = 2	-0.0516504
1482	KAZ14035	KAZ14001	Chokpak	Error	Allosome	K = 2	0.0621756
1483	KAZ14035	KAZ14003	Chokpak	Error	Allosome	K = 2	0.0621756
1484	KAZ14035	KAZ14032	Chokpak	Error	Allosome	K = 2	0.0621756
1485	KAZ14035	KAZ14035	Chokpak	Error	Allosome	K = 2	NA
1486	KAZ14035	KAZ14053	Chokpak	Error	Allosome	K = 2	0.061993
1487	KAZ14035	KAZ14054	Chokpak	Error	Allosome	K = 2	0.047008
1488	KAZ14035	KAZ14055	Chokpak	Error	Allosome	K = 2	0.052292
1489	KAZ14035	KAZ14057	Chokpak	Error	Allosome	K = 2	0.162586
1490	KAZ14035	KAZ14059	Chokpak	Error	Allosome	K = 2	0.109424
1491	KAZ14035	KAZ14061	Chokpak	Error	Allosome	K = 2	0.12451
1492	KAZ14035	Lesina_280	Chokpak	Lesina	Allosome	K = 2	-0.063286
1493	KAZ14035	Lesina_281	Chokpak	Lesina	Allosome	K = 2	-0.062772
1494	KAZ14035	Lesina_282	Chokpak	Lesina	Allosome	K = 2	-0.065207
1495	KAZ14035	Lesina_285	Chokpak	Lesina	Allosome	K = 2	-0.052131
1496	KAZ14035	Lesina_286	Chokpak	Lesina	Allosome	K = 2	-0.066101
1497	KAZ14035	Lesina_287	Chokpak	Lesina	Allosome	K = 2	0.00555
1498	KAZ14035	Lesina_288	Chokpak	Lesina	Allosome	K = 2	-0.031521
